"FRAME_ID"	"CHEBI_ID"	"CHEBI_NAME"	"SYNONYMS"	"SMILES"	"NAMES"	"DBLINKS"
"OXALACETIC_ACID"	"CHEBI:30744"	"oxaloacetic acid"	"keto-oxaloacetate$oxaloacetic acid$oxalacetic acid$oxaloacetate$oxalacetate"	"C(C(O)=O)C(=O)C(O)=O"	"oxaloacetate$keto-oxaloacetate$oxaloacetic acid$oxalacetic acid$oxaloacetate$oxalacetate"	"(LIGAND-CPD ""C00036"" NIL |kaipa| 3311532642 NIL NIL)$(CAS ""328-42-7"")"
"DIHYDRONEOPTERIN-P3"	"CHEBI:18372"	"7,8-dihydroneopterin 3'-triphosphate"	"6-(L-erythro-1,2-Dihydroxypropyl 3-triphosphate)-7,8-dihydropterin$6-[(1S,2R)-1,2-dihydroxy-3-triphosphooxypropyl]-7,8-dihydropterin$6-(D-erythro-1',2',3'-trihydroxypropyl)-7,8-dihydropterin-3'-triphosphate$H2NTP$2-amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate$dihydroneopterin triphosphate"	"C1(Nc2(nc(N)nc(=O)c(N=C1C(O)C(O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)2))"	"7,8-dihydroneopterin 3'-triphosphate$6-(L-erythro-1,2-Dihydroxypropyl 3-triphosphate)-7,8-dihydropterin$6-[(1S,2R)-1,2-dihydroxy-3-triphosphooxypropyl]-7,8-dihydropterin$6-(D-erythro-1',2',3'-trihydroxypropyl)-7,8-dihydropterin-3'-triphosphate$H2NTP$2-amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate$dihydroneopterin triphosphate"	"(LIGAND-CPD ""C04895"" NIL |kawakami| 3292252378 NIL NIL)"
"3-SULFINYL-PYRUVATE"	"CHEBI:1665"	"3-sulfinylpyruvic acid"	"3-sulphinyl-pyruvate$beta-sulfinylpyruvate"	"C(S(O)=O)C(=O)C(=O)O"	"3-sulfinyl-pyruvate$3-sulphinyl-pyruvate$beta-sulfinylpyruvate"	""
"CPD-866"	"CHEBI:37436"	"(2,2,3-trimethyl-5-oxocyclopent-3-en-1-yl)acetic acid"	"2-oxo-delta3-4,5,5-trimethylcyclopentenylacetate"	"CC1(C(C)=CC(C(CC(=O)O)1)=O)C"	"2-oxo-Delta3-4,5,5-trimethylcyclopentenylacetate$2-oxo-delta3-4,5,5-trimethylcyclopentenylacetate"	"(UM-BBD-CPD ""c0410"" NIL |kawakami| 3278362363 NIL NIL)"
"HISTAMINE"	"CHEBI:18295"	"histamine"	"peremin"	"c1([nH]c(CCN)cn1)"	"histamine$peremin"	"(CAS ""51-45-6"")"
"CPD-6123"	"CHEBI:18961"	"1-(3-aminopropyl)pyrrolinium"	""	"C(CCN)[N+]1(=CCCC1)"	"1-(3-aminopropyl)-pyrrolinium"	""
"MALONATE-S-ALD"	"CHEBI:17960"	"3-oxopropanoic acid"	"3-oxopropanoate$malonate-S-ald"	"C(O)(C[CH]=O)=O"	"malonate semialdehyde$3-oxopropanoate$malonate-S-ald"	"(CAS ""926-61-4"")"
"SQUALENE"	"CHEBI:15440"	"squalene"	""	"CC(C)=CCCC(=CCCC(C)=CCCC=C(CCC=C(C)CCC=C(C)C)C)C"	"squalene"	"(CAS ""111-02-4"")"
"CIT"	"CHEBI:30769"	"citric acid"	"citr$cit$citric acid$2-hydroxy-1,2,3-propanetricarboxylic acid"	"C(C(=O)O)(CC(=O)O)(O)CC(=O)O"	"citrate$citr$cit$citric acid$2-hydroxy-1,2,3-propanetricarboxylic acid"	"(LIGAND-CPD ""C00158"" NIL |kr| 3346617699 NIL NIL)$(CAS ""77-92-9"")"
"CPD-1822"	"CHEBI:17730"	"quercetin 3-sulfate"	""	"c3(c(O)c2(c(oc(c1(ccc(O)c(c1)O))c(OS(=O)(=O)O)c(=O)2)cc(O)3))"	"quercetin 3-sulfate"	""
"CPD-3521"	"CHEBI:8600"	"prunetin"	""	"COc3(cc(c2(c(OC=C(c1(ccc(O)cc1))C(=O)2)c3))O)"	"prunetin"	""
"CPD-224"	"CHEBI:15750"	"dolichyl diphosphate"	""	"CC(=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(CCOP(OP(O)(O)=O)(O)=O)C)C"	"dolichyl diphosphate"	""
"CARBON-MONOXIDE"	"CHEBI:17245"	"carbon monoxide"	"carbon monoxide$carbon monooxide"	"[C-]#[O+]"	"CO$carbon monoxide$carbon monooxide"	"(CAS ""630-08-0"")"
"INDOLE_PYRUVATE"	"CHEBI:29750"	"3-(indol-3-yl)pyruvic acid"	"indole-pyr$indolepyruvic acid$(indol-3-yl)pyruvate$indolepyruvate$3-(indol-3-yl)pyruvate"	"C(C(=O)Cc2(c1(ccccc1[nH]c2)))(O)=O"	"indole-3-pyruvate$indole-pyr$indolepyruvic acid$(indol-3-yl)pyruvate$indolepyruvate$3-(indol-3-yl)pyruvate"	"(CAS ""35656-49-6"")"
"DIHYDROXY-ACETONE-PHOSPHATE"	"CHEBI:16108"	"glycerone phosphate"	"DHAP$glycerone-phosphate$dihydroxyacetone 3-phosphate$dihydroxyacetone-P$di-OH-acetone-P$dihydroxyacetone-phosphate"	"C(C(=O)CO)OP(O)(O)=O"	"dihydroxy-acetone-phosphate$DHAP$glycerone-phosphate$dihydroxyacetone 3-phosphate$dihydroxyacetone-P$di-OH-acetone-P$dihydroxyacetone-phosphate"	"(LIGAND-CPD ""C00111"" NIL |kr| 3346617700 NIL NIL)$(CAS ""57-04-5"")"
"CPD-1281"	"CHEBI:28890"	"coenzyme B"	"N-(7-mercaptoheptanoyl)-3-O-phosphono-L-threonine$N-(7-mercaptoheptanoyl)threonine 3-O-phosphate$CoB$H-S-CoB$7-mercaptoheptanoyl threonine phosphate$HS-HTP$N-(7-mercaptoheptanoyl)-L-threonine 3-O-phosphate$N-(7-mercaptoheptanoyl)-3-phospho-L-threonine$N-(7-sulfanylheptanoyl)-L-threonine 3-O-phosphate$N-(7-sulfanylheptanoyl)-3-O-phosphono-L-threonine$N-(7-sulfanylheptanoyl)-3-phospho-L-threonine$N-(7-mercaptoheptanoyl)threonine O3-phosphate"	"C(C(NC(CCCCCCS)=O)C(C)OP([O-])(=O)[O-])(=O)[O-]"	"coenzyme B$N-(7-mercaptoheptanoyl)-3-O-phosphono-L-threonine$N-(7-mercaptoheptanoyl)threonine 3-O-phosphate$CoB$H-S-CoB$7-mercaptoheptanoyl threonine phosphate$HS-HTP$N-(7-mercaptoheptanoyl)-L-threonine 3-O-phosphate$N-(7-mercaptoheptanoyl)-3-phospho-L-threonine$N-(7-sulfanylheptanoyl)-L-threonine 3-O-phosphate$N-(7-sulfanylheptanoyl)-3-O-phosphono-L-threonine$N-(7-sulfanylheptanoyl)-3-phospho-L-threonine$N-(7-mercaptoheptanoyl)threonine O3-phosphate"	"(PUBCHEM ""25245608"" NIL |taltman| 3451921010 NIL NIL)$(LIGAND-CPD ""C04628"" NIL |kr| 3410284649 NIL NIL)"
"LIPOAMIDE"	"CHEBI:17460"	"lipoamide"	"5-(1,2-dithiolan-3-yl)-pentanamide$DL-lipoamide"	"C1(C[CH](CCCCC(N)=O)SS1)"	"lipoamide$5-(1,2-dithiolan-3-yl)-pentanamide$DL-lipoamide"	"(LIGAND-CPD ""C00248"" NIL |kaipa| 3311532638 NIL NIL)$(CAS ""940-69-2"")"
"H2CO3"	"CHEBI:28976"	"carbonic acid"	"carbonic acid"	"C(O)(=O)O"	"H2CO3$carbonic acid"	"(CAS ""463-79-6"")"
"HISTIDINOL"	"CHEBI:16255"	"L-histidinol"	"histidol$histidinol$L-histidinol"	"c1(nc(c[nH]1)CC(CO)N)"	"histidinol$histidol$histidinol$L-histidinol"	"(LIGAND-CPD ""C00860"" NIL |kr| 3346617700 NIL NIL)$(CAS ""501-28-0"")"
"HISTIDINAL"	"CHEBI:27676"	"L-histidinal"	"L-histidinal"	"c1([nH]cc(C[CH](N)C=O)n1)"	"histidinal$L-histidinal"	""
"PHYTOALEXIN-CMPD"	"CHEBI:378534"	"Furo[3,2-g]chromen-7-one"	"phytoalexin$7H-Furo[3,2-g][1]benzopyran-7-one$6-hydroxy-5-benzofuranacrylic acid gamma-lactone$ficusin$furocoumarin"	"C3(C=CC2(C=C1(C(OC=C1)=CC=2O3)))=O"	"psoralen$phytoalexin$7H-Furo[3,2-g][1]benzopyran-7-one$6-hydroxy-5-benzofuranacrylic acid gamma-lactone$ficusin$furocoumarin"	"(NCI ""404562"")"
"DTDP-DEOH-DEOXY-GLUCOSE"	"CHEBI:16128"	"dTDP-4-dehydro-6-deoxy-alpha-D-glucose"	"TDP-4-keto-6-deoxy-D-glucose$TDP-4-oxo-6-deoxy-D-glucose$dTDP-4-oxo-6-deoxy-D-glucose"	"Cc1(cn(c(=O)[nH]c(=O)1)C3(CC(O)C(COP(=O)(O)OP(=O)(O)OC2(OC(C)C(=O)C(O)C(O)2))O3))"	"dTDP-4-dehydro-6-deoxy-D-glucose$TDP-4-keto-6-deoxy-D-glucose$TDP-4-oxo-6-deoxy-D-glucose$dTDP-4-oxo-6-deoxy-D-glucose"	"(LIGAND-CPD ""C00687"" NIL |kr| 3346617699 NIL NIL)"
"GLYCEROL-3P"	"CHEBI:15943"	"poly(glycerol phosphate) macromolecule"	"sn-glycerol-3-phosphate$alpha-glycerophosphoric acid$glycerol-3-P$glycerol-1-phosphate$alpha-glycerophosphate$D-glycerol-3-phosphate$rac-Glycerol 3-phosphate$glycerol-3-phosphate"	"C(OP(=O)(O)O)C(O)CO"	"sn-glycerol-3-phosphate$sn-glycerol-3-phosphate$alpha-glycerophosphoric acid$glycerol-3-P$glycerol-1-phosphate$alpha-glycerophosphate$D-glycerol-3-phosphate$rac-Glycerol 3-phosphate$glycerol-3-phosphate"	"(LIGAND-CPD ""C00093"" NIL |kr| 3346617699 NIL NIL)$(CAS ""57-03-4"")"
"CPD-244"	"CHEBI:16037"	"2-nitropropane"	""	"CC(C)N(=O)=O"	"2-nitropropane"	"(CHEBI ""16037"" NIL |taltman| 3452363481 NIL NIL)$(PUBCHEM ""398"" NIL |taltman| 3448034169 NIL NIL)$(LIGAND-CPD ""C02116"" NIL |kr| 3410284649 NIL NIL)$(CAS ""79-46-9"")"
"S-24-DINITROPHENYLGLUTATHIONE"	"CHEBI:8927"	"S-(2,4-dinitrophenyl)glutathione"	"DNP-SG$S-(2,4-dinitrophenyl)glutathione"	"C(NC(=O)C(CSc1(ccc(cc1[N+](=O)O)[N+](=O)O))NC(=O)CCC(N)C(=O)O)C(=O)O"	"2,4-dinitrophenyl-S-glutathione$DNP-SG$S-(2,4-dinitrophenyl)glutathione"	"(LIGAND-CPD ""C11175"" NIL |sreddy| 3295718671 NIL NIL)"
"1-CHLORO-24-DINITROBENZENE"	"CHEBI:34718"	"1-chloro-2,4-dinitrobenzene"	"CDNB"	"C1(C(=CC=C([N+]([O-])=O)C=1)Cl)[N+](=O)[O-]"	"1-chloro-2,4-dinitrobenzene$CDNB"	"(NCI ""6292"" NIL |caspi| 3305664998 NIL NIL)"
"ALPHA-TOCOPHEROL"	"CHEBI:18145"	"(+)-alpha-tocopherol"	""	"CC2(C(=C(C(C)=C1(CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)OC1=2))O)C)"	"alpha-tocopherol"	"(NCI ""82623"")$(CAS ""2074-53-5"")"
"KIEVITONE-CPD"	"CHEBI:16832"	"kievitone"	""	"CC(=CCc1(c(cc(c2(c1OCC(C2=O)c3(ccc(cc3O)O)))O)O))C"	"kievitone"	"(CAS ""62682-11-5"")"
"CPD-3061"	"CHEBI:28777"	"liquiritigenin"	"7,4'-dihydroxyflavanone"	"c1(c(ccc2(c1OC(CC2=O)c3(ccc(cc3)O)))O)"	"liquiritigenin$7,4'-dihydroxyflavanone"	""
"CPD-7214"	"CHEBI:25882"	"dihydrotricetin"	"dihydrotricetin$5,7,3',4',5'-pentahydroxyflavanone"	"c1(c(cc(c2(c1OC(CC2=O)c3(cc(c(c(c3)O)O)O)))O)O)"	"3',4',5'-pentahydroxyflavanone$dihydrotricetin$5,7,3',4',5'-pentahydroxyflavanone"	""
"NARINGENIN-CMPD"	"CHEBI:50202"	"naringenin"	"pelargidanon$salipurpol$naringetol$4;,5',7-trihydroxyflavanone$4',5,7-Trihydroxyflavanone$flavanone naringenin"	"c1(cc(ccc(O)1)[CH]2(CC(=O)c3(c(O)cc(O)cc(O2)3)))"	"naringenin$pelargidanon$salipurpol$naringetol$4;,5',7-trihydroxyflavanone$4',5,7-Trihydroxyflavanone$flavanone naringenin"	"(CAS ""480-41-1"")"
"2-HYDROXYISOFLAVANONE"	"CHEBI:52047"	"2,4',7-trihydroxyisoflavanone"	"2,7,4'-trihydroxyisoflavanone"	"c3(c(O)ccc2(c(OC(O)C(c1(ccc(O)cc1))C(=O)2)3))"	"2-hydroxyisoflavanone$2,7,4'-trihydroxyisoflavanone"	""
"CPD-6994"	"CHEBI:28412"	"eriodictyol"	""	"c1(c(cc(c2(c1OC(CC2=O)c3(cc(c(cc3)O)O)))O)O)"	"eriodictyol"	""
"CPD-590"	"CHEBI:15758"	"leucocyanidin"	"a flavan-3,4-diol$2,3-trans-3,4-cis-leucocyanidin"	"c1(c(cc(c2(c1OC(C(C2O)O)c3(ccc(c(c3)O)O)))O)O)"	"leucocyanidin$a flavan-3,4-diol$2,3-trans-3,4-cis-leucocyanidin"	""
"CPD-7088"	"CHEBI:71216"	"flavan-3,3',4,4',5,5',7-heptol"	"leucoefdin$leucodelfinidin"	"c1(c(cc(c2(c1OC(C(C2O)O)c3(cc(c(c(c3)O)O)O)))O)O)"	"leucodelphinidin$leucoefdin$leucodelfinidin"	""
"CPD-1961"	"CHEBI:23053"	"catechin"	"Cianidanol$catechin"	"c1(c(cc(c2(c1OC(C(C2)O)c3(ccc(c(c3)O)O)))O)O)"	"2,3-trans-catechin$Cianidanol$catechin"	""
"CPD-1981"	"CHEBI:26267"	"proanthocyanidin"	"proanthocyanidin"	"c1(c(cc(c2(c1OC(C(C2c3(c(cc(c4(c3OC(C(C4)O)c5(ccc(c(c5)O)O)))O)O))O)c6(ccc(c(c6)O)O)))O)O)"	"2,3-cis-proanthocyanidin$proanthocyanidin"	""
"COUMARATE"	"CHEBI:36090"	"4-coumaric acid"	"p-coumarate$trans-4-hydroxycinnamate$p-coumaric acid$4-Hydroxycinnamic acid$4-Hydroxycinnamate$coumarate"	"c1(ccc(cc1)C=CC(O)=O)O"	"4-coumarate$p-coumarate$trans-4-hydroxycinnamate$p-coumaric acid$4-Hydroxycinnamic acid$4-Hydroxycinnamate$coumarate"	"(CAS ""7400-08-0"")"
"BERGAPTOL"	"CHEBI:17377"	"bergaptol"	"5-hydroxyfuranocoumarin$5-hydroxypsoralen"	"C2(C3(C=COC(C=C1(OC(C=CC1=2)=O))=3))O"	"bergaptol$5-hydroxyfuranocoumarin$5-hydroxypsoralen"	"(PUBCHEM ""5280371"" NIL |Tom Walk| 3368910929 NIL NIL)$(NCI ""341958"")$(CAS ""486-60-2"")"
"5-METHOXYFURANOCOUMARIN"	"CHEBI:18293"	"5-methoxypsoralen"	"5-methoxypsoralen$O-methylbergaptol$5-methoxyfuranocoumarin"	"COc2(c1(c(occ1)cc3(oc(=O)ccc23)))"	"bergapten$5-methoxypsoralen$O-methylbergaptol$5-methoxyfuranocoumarin"	"(PUBCHEM ""2355"" NIL |Tom Walk| 3368908280 NIL NIL)$(NCI ""95437"")$(CAS ""484-20-8"")"
"COUMARIN"	"CHEBI:28794"	"coumarin"	"coumarin$cumarin$1,2-Benzopyrone"	"c1(oc2(ccccc(cc1)2))=O"	"coumarin$coumarin$cumarin$1,2-Benzopyrone"	"(PUBCHEM ""323"" NIL |Tom Walk| 3370884046 NIL NIL)"
"2-COUMARATE"	"CHEBI:18176"	"2-coumaric acid"	"2-Hydroxycinnamate$trans-2-hydroxycinnamate$o-coumarate"	"C(C=Cc1(c(cccc1)O))(O)=O"	"2-coumarate$2-Hydroxycinnamate$trans-2-hydroxycinnamate$o-coumarate"	""
"CPD-8191"	"CHEBI:49080"	"marmesin"	"(+)-Marmesin"	"CC(O)(C)C1(Oc3(c(C1)cc2(c(oc(=O)cc2)c3)))"	"marmesin$(+)-Marmesin"	"(PUBCHEM ""334704"" NIL |Tom Walk| 3368911232 NIL NIL)"
"CPD-7418"	"CHEBI:18176"	"2-coumaric acid"	"coumarinic acid"	"C(C=Cc1(c(cccc1)O))(=O)O"	"coumarinate$coumarinic acid"	""
"CPD-8186"	"CHEBI:27510"	"umbelliferone"	"7-oxycoumarin$skimmetin$hydrangin"	"c1(oc2(c(cc1)ccc(O)c2))(=O)"	"umbelliferone$7-oxycoumarin$skimmetin$hydrangin"	"(PUBCHEM ""5281426"" NIL |Tom Walk| 3368907197 NIL NIL)"
"DAIDZEIN"	"CHEBI:28197"	"daidzein"	"7,4'-dihydroxyisoflavone"	"c12(cc(ccc1C(=O)C(=CO2)c3(ccc(cc3)O))O)"	"daidzein$7,4'-dihydroxyisoflavone"	""
"CPD-3141"	"CHEBI:28088"	"genistein"	"isoflavone$5,7,4'-trihydroxyisoflavone"	"C3(Oc1(c(c(O)cc(O)c1)C(C(c2(ccc(O)cc2))=3)=O))"	"genistein$isoflavone$5,7,4'-trihydroxyisoflavone"	""
"FORMONONETIN"	"CHEBI:18088"	"formononetin"	"7-hydroxy-4'-methoxyisoflavone$4'-O-methyldaidzein"	"COc1(ccc(cc1)C2(C(c3(ccc(cc(OC=2)3)O))=O))"	"formononetin$7-hydroxy-4'-methoxyisoflavone$4'-O-methyldaidzein"	"(CAS ""485-72-3"" NIL |hartmut| 3310760960 NIL NIL)$(NCI ""93360"" NIL |hartmut| 3310760960 NIL NIL)"
"BIOCHANIN-A"	"CHEBI:17574"	"biochanin A"	"biochanin A"	"COc1(ccc(cc1)C2(=COc3(c(C(=O)2)c(cc(c3)O)O)))"	"biochanin-A$biochanin A"	"(LIGAND-CPD ""C00814"" NIL |sreddy| 3294776122 NIL NIL)$(NCI ""123538"")$(CAS ""491-80-5"")"
"CPD-3631"	"CHEBI:73029"	"maackiain"	""	"C1(Oc2(c(O1)cc4(c(c2)O[CH]3(c5(ccc(O)cc(OC[CH]34)5)))))"	"(-)-maackiain"	""
"CPD-474"	"CHEBI:38747"	"taxifolin"	"(+)-taxifolin$(+)-dihydroquercetin$taxifolin"	"c1(cc(cc(O)c(O)1)C2(Oc3(cc(O)cc(O)c(C(=O)C(O)2)3)))"	"dihydroquercetin$(+)-taxifolin$(+)-dihydroquercetin$taxifolin"	"(LIGAND-CPD ""C01617"" NIL |sreddy| 3294769398 NIL NIL)$(CAS ""480-18-2"")"
"CPD-7090"	"CHEBI:28436"	"delphinidin"	"delfinidin"	"c1(c(cc(c2(c1O=C(C(=C2)O)c3(cc(c(c(c3)O)O)O)))O)O)"	"delphinidin$delfinidin"	""
"CPD-591"	"CHEBI:27843"	"cyanidin cation"	""	"C2(c3(c(O=C(c1(cc(c(O)cc1)O))C(O)=2)cc(O)cc(O)3))"	"cyanidin"	""
"PELARGONIDIN-CMPD"	"CHEBI:25863"	"pelargonidin"	"3,5,7-Trihydroxy-2-(4-hydroxyphenil)-1-benzopyrylium chloride$3,4',5,7-tetrahydroxyflavylium chloride$3,5,7-trihydroxy-2-(4-hydroxyphenyl)benzopyrylium chloride$1-Benzopyrylium, 3,5,7-trihydroxy-2-(4-hydroxyphenyl)-, chloride$Flavylium, 3,4',5,7-tetrahydroxy-, chloride$Pelargonidin chloride$Pelargonidol chloride"	"c1(c(cc(c2(c1O=C(C(=C2)O)c3(ccc(cc3)O)))O)O)"	"pelargonidin$3,5,7-Trihydroxy-2-(4-hydroxyphenil)-1-benzopyrylium chloride$3,4',5,7-tetrahydroxyflavylium chloride$3,5,7-trihydroxy-2-(4-hydroxyphenyl)benzopyrylium chloride$1-Benzopyrylium, 3,5,7-trihydroxy-2-(4-hydroxyphenyl)-, chloride$Flavylium, 3,4',5,7-tetrahydroxy-, chloride$Pelargonidin chloride$Pelargonidol chloride"	"(CAS ""134-04-3"")"
"CPD-431"	"CHEBI:18388"	"apigenin"	"4',5,7-Trihydroxyflavone"	"c1(ccc(O)cc1)C3(=CC(=O)c2(c(cc(O)cc(O)2)O3))"	"apigenin$4',5,7-Trihydroxyflavone"	"(CAS ""520-36-5"")"
"CPD1F-90"	"CHEBI:28499"	"kaempferol"	""	"c3(O)(ccc(C1(=C(O)C(=O)c2(c(O)cc(O)cc(O1)2)))cc3)"	"kaempferol"	""
"CPD-8004"	"CHEBI:6052"	"isorhamnetin"	"3'-methoxyquercetin$3-methylquercetin"	"COc3(cc(c2(oc1(cc(cc(c1c(c2O)=O)O)O)))ccc3O)"	"isorhamnetin$3'-methoxyquercetin$3-methylquercetin"	"(PUBCHEM ""5281654"" NIL |hartmut| 3366735894 NIL NIL)"
"DIHYDROKAEMPFEROL-CMPD"	"CHEBI:15401"	"(+)-dihydrokaempferol"	"aromadendrin$(+)-aromadendrin$(+)-Dihydrokaempferol"	"c1(c(ccc(c1)C2(Oc3(c(C(C2O)=O)c(O)cc(O)c3)))O)"	"dihydrokaempferol$aromadendrin$(+)-aromadendrin$(+)-Dihydrokaempferol"	"(CAS ""480-20-6"")"
"CPD-7087"	"CHEBI:28917"	"dihydromyricetin"	"ampelopsin"	"c1(c(cc(c2(c1OC(C(C2=O)O)c3(cc(c(c(c3)O)O)O)))O)O)"	"dihydromyricetin$ampelopsin"	""
"3457-TETRAHYDROXY-3-METHOXYFLAVONE"	"CHEBI:16860"	"3',4',5,7-tetrahydroxy-3-methoxyflavone"	"3-methoxy-5,7,3',4'-tetrahydroxyflavone$3-methoxyluteolin$3-O-methylquercetin"	"COc1(c(oc2(cc(O)cc(O)c(c(=O)1)2))c3(ccc(O)c(O)c3))"	"3',4',5,7-tetrahydroxy-3-methoxyflavone$3-methoxy-5,7,3',4'-tetrahydroxyflavone$3-methoxyluteolin$3-O-methylquercetin"	""
"CPD1F-437"	"CHEBI:28299"	"quercetin 3-O-beta-D-glucoside"	"quercetin-3-O-beta-D-glucoside$isoquercetin$isoquercitrin$isotrifoliin$glucosyl 3-quercetin"	"C1(C=C(C=C(O)C(O)=1)C3(OC4(C=C([O-])C=C(O)C(C(=O)C(OC2(OC(CO)C(O)C(O)C(O)2))=3)=4)))"	"quercetin-3-glucoside$quercetin-3-O-beta-D-glucoside$isoquercetin$isoquercitrin$isotrifoliin$glucosyl 3-quercetin"	"(PUBCHEM ""25203368"" NIL |taltman| 3448034169 NIL NIL)$(LIGAND-CPD ""C05623"" NIL |kr| 3410284650 NIL NIL)"
"ADENINE"	"CHEBI:16708"	"adenine"	"6-aminopurine"	"c1(c2(c(ncn1)NC=N2))N"	"adenine$6-aminopurine"	"(LIGAND-CPD ""C00147"" NIL |kr| 3346617701 NIL NIL)$(CAS ""73-24-5"")"
"GUANINE"	"CHEBI:16235"	"guanine"	""	"c2(nc1(c(nc([nH]c(=O)1)N)[nH]2))"	"guanine"	"(LIGAND-CPD ""C00242"" NIL |kr| 3346617699 NIL NIL)$(CAS ""73-40-5"")"
"HYPOXANTHINE"	"CHEBI:17368"	"hypoxanthine"	""	"c2([nH]c(=O)c1(c([nH]cn1)n2))"	"hypoxanthine"	"(LIGAND-CPD ""C00262"" NIL |kaipa| 3311532640 NIL NIL)$(CAS ""68-94-0"")"
"THYMINE"	"CHEBI:27468"	"5,6-dihydrothymine"	"5-methyluracil$5-methyl-2,4(1H,3H)-pyrimidinedione"	"Cc1(c(=O)[nH]c([nH]c1)=O)"	"thymine$5-methyluracil$5-methyl-2,4(1H,3H)-pyrimidinedione"	"(LIGAND-CPD ""C00178"" NIL |kaipa| 3311529974 NIL NIL)$(CAS ""65-71-4"" NIL |kaipa| 3311529955 NIL NIL)"
"CYTOSINE"	"CHEBI:16040"	"cytosine"	"4-amino-2-oxo-1,2-dihydropyrimidine"	"c1(cc(N)nc(=O)[nH]1)"	"cytosine$4-amino-2-oxo-1,2-dihydropyrimidine"	"(LIGAND-CPD ""C00380"" NIL |kaipa| 3311532640 NIL NIL)$(CAS ""71-30-7"")"
"URACIL"	"CHEBI:15901"	"5,6-dihydrouracil"	""	"c1(cc([nH]c(=O)[nH]1)=O)"	"uracil$2,4-(1H,3H)-pyrimidinedione (9CI)"	"(LIGAND-CPD ""C00106"" NIL |kaipa| 3311532641 NIL NIL)$(CAS ""66-22-8"")"
"QUEUINE"	"CHEBI:17433"	"queuine"	"7-(3,4-trans-4,5-cis-dihydroxy-1-cyclopenten-3-ylaminomethyl)-7-deazaguanine$base Q$4H-pyrrolo(2,3-d)pyrimidin-4-one, 2-amino-5-((((1S,4S,5R)-4,5-dihydroxy-2-cyclopenten-1-yl)amino)methyl)-1,7-dihydro-"	"C(NC1(C=CC(O)C(O)1))c2(cnc3(nc(N)nc(=O)c23))"	"queuine$7-(3,4-trans-4,5-cis-dihydroxy-1-cyclopenten-3-ylaminomethyl)-7-deazaguanine$base Q$4H-pyrrolo(2,3-d)pyrimidin-4-one, 2-amino-5-((((1S,4S,5R)-4,5-dihydroxy-2-cyclopenten-1-yl)amino)methyl)-1,7-dihydro-"	""
"CPD-643"	"CHEBI:27711"	"precorrin-3B"	""	"CC3(O)(c6(nc(Cc5(nc(CC4(N=C(C=C1(NC2(OC(=O)CC(C)(C(CCC(=O)O)1)2)3))C(C)(CC(=O)O)C(CCC(=O)O)=4))c(CC(=O)O)c(CCC(=O)O)5))c(CCC(=O)O)c(CC(=O)O)6))"	"precorrin-3B"	""
"CPD-662"	"CHEBI:27630"	"precorrin-5"	""	"CC3(C4(C=C1(NC(C(C1CCC(O)=O)(CC(=O)O)C)(C(=O)C)C2(N=C(C(C=2CC(=O)O)(C)CCC(=O)O)CC5(=NC(CC(=C(CCC(=O)O)3)N=4)(C(=C(CCC(=O)O)5)CC(O)=O)C)))))CC(=O)O"	"precorrin-5"	""
"CPD-651"	"CHEBI:16430"	"precorrin-4"	""	"CC(=O)C25(NC(=CC4(=NC(Cc3(nc(CC1(=NC(=C(CC(=O)O)C(C)(CCC(=O)O)1)2))c(CCC(=O)O)c(CC(=O)O)3))=C(CCC(=O)O)C(C)(CC(=O)O)4))C(CCC(=O)O)C(C)(CC(=O)O)5)"	"precorrin-4"	""
"CPD-675"	"CHEBI:58513"	"precorrin-6X(8)"	"precorrin-6A"	"CC3(C4(C=C1(NC(C(C1CCC(O)=O)(CC(=O)O)C)(C)C2(N=C(C(C=2CC(=O)O)(C)CCC(=O)O)C=C5(NC(CC(=C(CCC(=O)O)3)N=4)(C(=C(CCC(=O)O)5)CC(O)=O)C)))))CC(=O)O"	"precorrin-6x$precorrin-6A"	""
"DIHYDROSIROHYDROCHLORIN"	"CHEBI:50602"	"precorrin-2"	"dihydrosirohydrochlorin"	"CC3(CC(O)=O)(C(C2(=Cc5(nc(Cc4(nc(C=C1(C(C)(CC(O)=O)C(CCC(=O)O)C(=N1)C=C(N2)3))c(c(CCC(O)=O)4)CC(O)=O))c(CCC(O)=O)c(CC(=O)O)5)))CCC(O)=O)"	"precorrin-2$dihydrosirohydrochlorin"	"(CAS ""65207-12-7"" NIL |kr| 3346617699 NIL NIL)$(LIGAND-CPD ""C02463"" NIL |kr| 3346617699 NIL NIL)"
